word,pos,translation,tag,bnc,frq,exchange
turn,,"n. 转弯, 转动, 旋转, 翻转, 一圈, 顺次, 改动, 变化, 性格, 特色, 形状, 转折\nvt. 使旋转, 转弯, 转动, 使转向, 驱赶, 阻挡, 兑换, 改写, 使作对, 绕过, 使流通\nvi. 转动, 转弯, 转向, 翻转, 回转, 改变, 转身, 变成, 变质, 晕眩, 易脱手",zk gk,183,170,p:turned/d:turned/i:turning/3:turns/s:turns
tutor,,"n. 家庭教师, 导师, 助教, 监护人\nvt. 当...的教师, 教, 指导, 约束, 克制\nvi. 当家庭教师, 受家庭教师的指导",gk cet4 cet6 ky toefl ielts gre,3839,9093,s:tutors/i:tutoring/p:tutored/3:tutors/d:tutored
tv,,"电视\n[计] 电视, 转移向量",zk gk ky ielts,1457,730,
twelfth,,"num. 第十二, 十二分之一",zk gk,6150,12592,
twelve,,"num. 十二, 十二个",zk gk,1447,3218,
twentieth,,"num. 第二十, 二十分之一",zk gk,3802,4889,
twenty,,"num. 二十, 二十个",zk gk,605,2086,
twice,,"adv. 两次, 两倍",zk gk,1501,1410,
twin,,"n. 双胞胎中一人, 一对非常相像的人(或物)中的一个\na. 双胞胎的, 成对的, 孪生的\nvi. 生双胞胎, 成对\nvt. 怀(双胞胎), 使成对",gk cet4 cet6 ky,2884,2376,s:twins/d:twinned/i:twinning/3:twins/p:twinned
twist,,"n. 一扭, 扭曲, 曲折, 歪曲, 螺旋状, 新手法\nvt. 拧, 扭, 捻, 编织, 使扭转, 缠绕, 盘绕, 歪曲, 使转动, 使苦恼, 使混乱, 使旋转\nvi. 转向, 弯曲, 缠绕, 扭动, 呈螺旋形",gk cet4 cet6 ky toefl ielts,3673,3759,p:twisted/i:twisting/d:twisted/s:twists/3:twists
two,,"num. 二, 二个",zk gk,60,80,
type,,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式\nvi. 打字\nvt. 作为代表, 测定类型, 用打字机打\n[计] 类型; 键入; DOS内部命令:在屏幕上显示指定文件的内容",gk cet4 cet6 ky ielts,356,590,s:types/d:typed/i:typing/p:typed/3:types
typhoon,,n. 台风,gk cet4 cet6 ky ielts gre,25972,21835,s:typhoons
typical,,"a. 典型的, 象征性的\n[医] 典型的",gk cet4 cet6 ky toefl ielts,1850,1835,
tyre,,n. 轮胎\nvt. 装轮胎于,gk cet4 cet6 ielts,4491,0,s:tyres
ubiquitous,,"a. 无所不在的, 到处存在的, 普遍存在的",gre,10091,8148,
ugly,,"a. 丑陋的, 邪恶的, 险恶的, 不祥的\nn. 丑陋的人(或物)",zk gk cet4 cet6 ky ielts gre,4485,3262,t:ugliest/r:uglier/s:uglies
uk,,n. 联合王国,,572,0,
ultimately,,"adv. 最后, 最终\n[法] 最后, 终究, 总之",cet4 cet6 ielts,2786,1774,
umbrella,,"n. 伞, 雨伞, 保护伞\na. 伞的, 包罗万象的\nvt. 用伞遮掩",zk gk,5549,5664,s:umbrellas
unable,,"a. 不能的, 不会的\n[法] 无能力的, 无资格的, 没有办法的",gk cet4 cet6,1474,2136,
uncertain,,"a. 不确定的, 无常的, 不确信的, 不可预测的\n[法] 不确定的, 未定的, 不确信的",gk cet4 cet6,3532,4291,
uncle,,"n. 叔父, 伯父, 姨丈",zk gk,2301,3345,s:uncles
uncomfortable,,"a. 不舒服的, 不自在的, 不安的",gk cet4 cet6 ielts,4465,3640,
under,,"prep. 在...之下, 低于\na. 下面的, 从属的\nadv. 在下面",zk gk,158,225,
underground,,"n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地",zk gk toefl ielts,5281,5341,i:undergrounding
understand,,"vt. 理解, 了解, 领会, 听说, 懂\nvi. 懂得, 认为",zk gk toefl,391,320,d:understood/p:understood/i:understanding/3:understands
understanding,,"n. 理解, 谅解\n[法] 协商, 协议, 谅解",gk cet4 cet6 ky ielts,1260,1298,0:understand/1:i/i:understanding/s:understandings
undertake,,"vt. 试图, 从事, 保证, 承担, 同意, 接受\n[化] 承包; 承担",gk cet4 cet6 ky toefl ielts,1604,4035,d:undertaken/p:undertook/i:undertaking/3:undertakes
unemployment,,"n. 失业, 失业人数\n[经] 失业",gk cet6 ky ielts,1495,3492,
unfair,,"a. 不公平的, 不正直的, 不正当的\n[法] 不正直的, 不公平的, 偏颇的",gk cet4 cet6 toefl ielts,3625,4493,t:unfairest
unfold,,"vt. 展开, 打开, 披露, 开展, 挑明\nvi. 伸展, 开花, 呈现",gk cet6 ky toefl ielts gre,7574,4541,3:unfolds/p:unfolded/i:unfolding/d:unfolded
unfortunately,,"adv. 恐怕, 不幸的是",gk cet4 cet6 ky toefl,1910,2016,
unhappy,,"a. 不快乐的, 不幸的, 不适当的",gk cet4 cet6,3622,4717,t:unhappiest/r:unhappier
uniform,,"n. 制服\na. 统一的, 一律的, 始终如一的",gk cet4 cet6 ky toefl ielts gre,3504,3043,s:uniforms/i:uniforming/p:uniformed/3:uniforms/d:uniformed
union,,"n. 联盟, 联合, 结合, 工会\n[化] 联合; 联管节; 活接头",gk cet4 cet6 ky toefl ielts,467,1658,s:unions
unique,,"a. 独一无二的, 独特的, 稀罕的",gk cet4 cet6 ky toefl ielts gre,2090,1726,
unit,,"n. 单位, 分队, 部队, 单元, 部件, 装置\na. 单位的, 单元的\n[计] 单元常数; 部件",zk gk cet4 cet6 ky,560,966,s:units
unite,,"vi. 联合, 接合, 混合\nvt. 使联合, 统一, 使粘合, 使结合",gk cet4 cet6 ky,3628,4146,d:united/p:united/3:unites/i:uniting
universal,,"a. 全世界的, 普遍的, 宇宙的, 通用的\nn. 一般概念",gk cet4 cet6 ky toefl ielts,2968,2642,s:universals
universe,,"n. 宇宙, 星系, (思想等)范围",gk cet4 cet6 ky toefl,2905,2120,s:universes
university,,n. 大学,zk gk cet4 cet6 ky,530,1106,s:universities
unknown,,"a. 不知道的, 未知的, 陌生的\nn. 未知物, 未知数",gk cet4 cet6,2087,2825,s:unknowns
unless,,conj. 除非\nprep. 除...之外,zk gk cet4 cet6 ky toefl,901,1332,
unlike,,"a. 不像的, 不同的\nprep. 不像, 和...不同",gk cet4 cet6 ky,2194,2468,
until,,"prep. 直到, 在...以前\nconj. 直到...时, 在...以前",zk gk,382,270,
unusual,,"a. 不寻常的, 罕见的, 与众不同的",gk cet4 cet6 ky ielts,2152,2037,
up,,"a. 向上的, 起床的, 涨的\nadv. 向上, 上涨\nprep. 在...上面, 向...的较高处",zk gk,52,50,d:upped/0:up/i:upping/3:up/1:3/p:upped/s:ups
update,,"vt. 更新, 使现代化\nn. 更新\n[计] 更新",cet6 ky ielts,3884,4803,d:updated/i:updating/s:updates/p:updated/3:updates
upon,,"prep. 在...之上, 迫近, 紧接着",zk gk cet4 cet6 ky,405,693,
upper,,"a. 上面的, 较高的, 上级的, 上院的, 穿在外面的, 北部的, 地表的, 后期的\nn. 鞋帮, 上齿",gk cet4 cet6 ky,1743,1955,s:uppers
upset,,"a. 弄翻的, 混乱的, 心烦的\nvt. 弄翻, 颠覆, 推翻, 打乱, 使不适, 使心烦\nvi. 翻倒",gk cet4 cet6 ky toefl ielts,3776,3388,d:upset/0:upset/1:dp/i:upsetting/3:upsets/s:upsets/p:upset
upstairs,,"a. 楼上的\nadv. 在楼上, 向楼上, 处于更高地位\nn. 楼层",zk gk cet4 cet6 ky,3067,4381,
urban,,"a. 都市的, 住在都市的, 习惯于都市的\n[法] 城市的, 都市的, 市区的",gk cet4 cet6 ky toefl,1749,1583,
urge,,"n. 冲动, 推动力, 迫切的要求\nvt. 驱策, 力劝, 竭力主张, 推动\nvi. 强烈要求",gk cet4 cet6 ky toefl,2262,2261,p:urged/i:urging/d:urged/3:urges/s:urges
urgent,,"a. 紧急的, 急迫的, 催逼的\n[经] 紧急的, 急迫的",gk cet4 cet6 ky toefl gre,3268,5330,
us,,pron. 我们\n[经] 美国,zk,614,113,
use,,"n. 使用, 习惯, 使用价值, 用法, 使用权\nvt. 使用, 利用, 运用, 耗费\nvi. 惯常",zk gk,87,92,d:used/i:using/p:used/3:uses/s:uses
used,,"a. 使用过的, 二手的, 习惯的",zk cet4 cet6 ky,641,1828,0:use/1:dp/d:used/p:used
useful,,"a. 有用的, 有益的\n[机] 有用的, 有效的",zk gk cet4 cet6 ky ielts,986,2026,
user,,n. 使用者\n[计] 用户,gk cet4 cet6,806,1813,s:users
usual,,"a. 平常的, 通常的",zk gk cet4 cet6 ky ielts,1473,2360,
usually,,"adv. 通常, 大抵",gk,526,724,
vacation,,"n. 假期, 休假\n[法] 假期, 停审期, 休庭期",zk gk cet4 cet6 ky toefl ielts,9542,2622,s:vacations/i:vacationing/p:vacationed/3:vacations/d:vacationed
vague,,"a. 含糊的, 不清楚的, 茫然的",gk cet4 cet6 ky toefl gre,4265,4885,
valid,,"a. 有确实根据的, 有法律效力的, 正当的, 正确的\n[经] 有效的",gk cet4 cet6 ky toefl,3211,4703,
valley,,"n. 山谷, 溪谷, 流域, 凹地\n[医] 谷",gk cet4 cet6 ky ielts,1795,2793,s:valleys
valuable,,"a. 有价值的, 贵重的, 宝贵的, 可估价的\n[经] 有价值的, 可估价的, 贵重的",gk cet4 cet6 ky,2236,2605,
value,,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果\nvt. 评价, 估价, 重视\n[计] 计算结果",zk gk cet4 cet6 ky ielts,367,499,s:values/d:valued/p:valued/i:valuing/3:values
variation,,"n. 变更, 变化, 变种, 变奏\n[医] 变异, 变易; 变度",cet4 cet6 ky toefl ielts,1764,2927,s:variations
variety,,"n. 多样, 种类, 变种, 杂耍\n[化] 变种",gk cet4 cet6 ky toefl ielts,977,1171,s:varieties
various,,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的\n[法] 不同的, 种种的, 各式各样的",gk cet4 cet6 ky toefl ielts,643,859,
vary,,"vt. 改变, 使多样化\nvi. 变化, 有不同, 违反",cet4 cet6 ky toefl ielts,1510,2371,3:varies/d:varied/p:varied/i:varying
vase,,"n. 花瓶, 瓶",gk cet4 cet6 ky,6555,7044,s:vases
vast,,"a. 巨大的, 广大的, 非常的, 大量的",gk cet4 cet6 ky toefl,1936,1965,r:vaster
vegetable,,"n. 蔬菜, 植物, 无精打采之人\na. 蔬菜的, 植物的",zk gk toefl ielts,2818,1934,s:vegetables
vehicle,,"n. 交通工具, 车辆, 传播媒介\n[化] 载体; 运载体; 漆料",zk gk cet4 cet6 ky toefl ielts gre,1319,1293,s:vehicles
venue,,"n. 犯罪地点, 审判地, 发生地点",toefl,4010,5389,s:venues
version,,"n. 一种描述, 版本, 译文\n[计] 版本",gk cet4 cet6 ky toefl ielts,953,1130,s:versions
vertical,,"a. 垂直的, 直立的\n[医] 垂直的, 顶的, 头顶的",gk cet4 cet6 ky toefl ielts gre,3857,4448,s:verticals
very,,"a. 真正的, 恰好的, 十足的, 特有的\nadv. 非常, 完全",zk gk,80,105,
via,,"prep. 经由, 经过, 通过\n[医] 病毒灭活剂",gk cet4 cet6 ky toefl ielts,2004,2576,
victim,,"n. 受害人, 牺牲者, 牺牲品\n[法] 受害人, 被害人, 遭难者",gk cet4 cet6 ky,1371,1063,s:victims
victory,,"n. 胜利, 战胜, 克服",zk gk cet4 cet6 ky toefl,1514,1463,s:victories
video,,"n. 影像, 电视\na. 图像的, 电视的",zk gk cet4 cet6 ky ielts,1271,1109,s:videos/i:videoing
view,,"n. 视野, 风景, 见解, 视力, 观看, 视图, 指望, 意图, 印象\nvt. 看, 考虑, 视察, 查看, 估量\n[计] 视图",gk cet4 cet6 ky ielts,311,485,s:views/d:viewed/p:viewed/i:viewing/3:views
viewer,,"n. 观察者, 看电视者, 视察员, 观察器\n[化] 指示器",gk,4851,2478,s:viewers
village,,"n. 村庄\na. 乡村的, 村庄的",zk gk ielts,735,1245,s:villages
violate,,"vt. 违犯, 亵渎, 违反, 侵犯, 妨碍\n[经] 违犯, 违反",gk cet6 ky toefl ielts gre,7012,2909,d:violated/i:violating/p:violated/3:violates/s:violates
violence,,"n. 猛烈, 暴力, 暴虐, 暴行\n[法] 暴行, 暴力, 暴乱",gk cet4 cet6 ky toefl,1677,1037,
violent,,"a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的",gk cet4 cet6 ky toefl ielts,2807,2158,
violin,,n. 小提琴,zk gk cet4 cet6 ky,7097,6665,s:violins
virtual,,"a. 实际上起作用的, 虚的, 实质的, 有效的, 事实上生效的\n[计] 虚拟",cet4 cet6 ky toefl ielts gre,6101,3675,
virtue,,"n. 德行, 美德, 优点, 功效, 效力\n[法] 美德, 贞操, 优点",gk cet4 cet6 ky toefl,2960,3362,s:virtues
virus,,"n. 病毒, 滤过性病毒, 毒害\n[化] 病毒",gk cet4 cet6 ky toefl ielts gre,3589,2701,s:viruses
visible,,"a. 看得见的, 明显的, 显然的\nn. 可见物",cet4 cet6 ky ielts,2760,2304,
vision,,"n. 视觉, 眼光, 视力, 幻想\nvt. 梦见, 想象, 显示",cet4 cet6 ky toefl,1921,1216,s:visions
visit,,"n. 拜访, 访问, 游览, 视察\nvt. 拜访, 访问, 参观, 视察, 降临\nvi. 访问, 参观, 闲谈",zk gk,867,905,p:visited/s:visits/d:visited/i:visiting/3:visits
visitor,,"n. 参观者, 游客, 访客\n[法] 视察人, 检视人, 检查员",zk gk cet4 cet6 ky,1354,1698,s:visitors
visual,,"a. 视觉的\n[医] 视觉的, 视力的, 视觉性记忆优势者",gk cet4 cet6 ky toefl ielts,2511,2156,s:visuals
vital,,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的\n[医] 生命的, 生活的, 生活上必需的, 紧要的",gk cet4 cet6 ky toefl ielts gre,1803,2916,s:vitals
vivid,,"a. 生动的, 鲜明的, 鲜艳的, 活泼的, 逼真的, 清晰的",gk cet4 cet6 ky toefl ielts gre,5560,5539,
vocabulary,,"n. 词汇(量), 词汇表\n[计] 词表",gk cet4 cet6 ky ielts,4802,5564,s:vocabularies
voice,,"n. 声音, 嗓音, 嗓子, 愿望, 发言权, 表达, 喉舌, 语态\nvt. 表达, 吐露, 调音",zk gk cet4 cet6 ky,487,465,s:voices/d:voiced/p:voiced/i:voicing/3:voices
volcano,,n. 火山,gk cet4 cet6 ky toefl ielts,10407,6321,s:volcanos
volleyball,,n. 排球,zk gk cet4 cet6 ky,24975,7896,
volume,,"n. 册, 卷, 体积, 容量, 大量, 许多, 份量, 音量\nvi. 成团卷起\nvt. 把...收集成卷\na. 大量的\n[计] 卷",cet4 cet6 ky toefl ielts,1358,1917,s:volumes
voluntary,,"a. 自动的, 自愿的, 故意的, 志愿的, 自发的\nn. 自愿行动, 志愿者, 自由调",gk cet4 cet6 ky toefl ielts,2263,4701,s:voluntaries
volunteer,,n. 志愿者\na. 志愿的\nv. 自愿,gk cet4 cet6 ky toefl ielts,3012,2284,s:volunteers/p:volunteered/d:volunteered/i:volunteering/3:volunteers
vote,,"n. 投票, 选举, 选票, 表决, 选举权, 得票数\nvi. 投票, 选举\nvt. 投票选举, 投票决定, 公认, 使投票",gk cet4 cet6 ky toefl,1228,1078,s:votes/d:voted/p:voted/i:voting/3:votes
wage,,"n. 工资, 报应, 报偿\nvt. 开展, 进行\nvi. 进行",gk cet4 cet6 ky toefl gre,1404,2586,s:wages/d:waged/i:waging/p:waged/3:wages
waist,,"n. 腰部, 腰\n[医] 腰",gk cet4 cet6 ky toefl,4386,4304,s:waists/p:waisted
wait,,"n. 等待, 等候\nvt. 等候, 期待, 延缓, 伺候, 推迟\nvi. 等, 等候, 耽搁, 伺候用餐\n[计] 等待",zk gk,463,400,i:waiting/p:waited/d:waited/3:waits/s:waits
wake,,"vt. 叫醒, 激发\nvi. 醒来, 醒着, 觉醒, 活跃起来\nn. 守侯, 守夜, 尾迹, 痕迹",zk gk,2178,1764,p:woke/d:woken/i:waking/3:wakes/s:wakes
walk,,"n. 走, 散步, 步行, 行走的路程, 竞走, 散步场所\nvi. 走路, 步行, 处世\nvt. 走过, 遛, 使走, 护送...走",zk gk,458,358,p:walked/i:walking/s:walks/d:walked/3:walks
wall,,"n. 墙, 墙壁, 垣, 内壁, 分界物, 屏障\na. 墙的\nvt. 给...建墙, 禁闭, 用墙围住\n[计] 背景墙",zk gk ielts,577,571,s:walls/d:walled/i:walling/p:walled/3:walls
wallet,,"n. 皮夹\n[法] 皮包, 皮夹, 钱袋",gk cet4 cet6 ky,7130,5587,s:wallets
wander,,"vi. 游荡, 漫步, 徘徊, 迷路, 离题, 蜿蜒\nvt. 在...漫游",gk cet4 cet6 ky toefl ielts,3027,3183,i:wandering/p:wandered/d:wandered/3:wanders
want,,"n. 需要的东西, 缺乏, 贫困, 需要\nvt. 要, 希望, 应该, 缺少\nvi. 生活困苦, 需要, 缺少",zk gk gre,94,83,p:wanted/3:wants/d:wanted/i:wanting
war,,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争\nvi. 进行战争, 作战, 打仗, 战斗\na. 战争的, 战时用的",zk gk cet4 cet6 ky,304,349,s:wars/i:warring/p:warred/3:wars/d:warred
ward,,"n. 病房, 守卫, 保卫, 保护, 监护, 牢房, 行政区, 锁孔内的榫舌\nvt. 使入病房, 守护, 保卫",gk cet6 ky toefl ielts,2949,5065,s:wards/i:warding/d:warded/p:warded/3:wards
warehouse,,"n. 仓库, 货栈, 大商店\nvt. 储入仓库",gk cet6 ky toefl ielts gre,4490,4922,s:warehouses/p:warehoused/i:warehousing/3:warehouses/d:warehoused
warm,,"a. 暖和的, 暖的, 温暖的, 热烈的, 兴奋的, 激烈的, 多情的, 色情的\nvt. 使温暖, 弄热, 使兴奋, 使充满仇恨\nvi. 变暖和, 变温暖, 取暖, 激动, 同情, 爱好\nn. 暖, 保暖物",zk gk ielts,1353,1356,r:warmer/i:warming/d:warmed/p:warmed/t:warmest/3:warms
warmth,,"n. 温暖, 温情, 暖和, 激动, 生气",gk cet4 cet6 ky,3527,4749,
warn,,"vt. 警告, 提醒, 通知\nvi. 发出警告",zk cet4 cet6 ky toefl,1512,1773,p:warned/d:warned/3:warns/i:warning
warning,,"n. 警告, 预告, 预兆, 通知\n[法] 警告, 警戒, 预告; 警告的, 注意的",gk cet6,1911,2102,0:warn/1:i/s:warnings/i:warning
wash,,"n. 洗, 洗涤, 冲洗, 洗的衣服, 冲积物, 洼地\nvt. 洗, 洗涤, 洗清, 用水冲洗, 流过, 弄湿, 粉刷, 镀金属薄层于\nvi. 洗涤, 洗澡, 被冲蚀, 漂浮",zk gk,1853,2143,d:washed/i:washing/p:washed/s:washes/3:washes
washroom,,n. 盥洗室,gk,26000,24741,s:washrooms
waste,,"n. 浪费, 废物, 损耗, 消耗, 荒地, 垃圾, 地面风化物\na. 废弃的, 荒芜的, 多余的\nvt. 浪费, 消耗, 使荒芜\nvi. 浪费, 消耗, 变消瘦",zk gk cet4 cet6 ky ielts gre,1624,1986,i:wasting/d:wasted/s:wastes/p:wasted/3:wastes
watch,,"n. 观察, 手表, 看守, 守护, 监视, 值班人\nvt. 看, 注视, 照顾, 看守, 守护, 监视\nvi. 观看, 注视, 守侯",zk gk toefl,490,323,i:watching/p:watched/d:watched/3:watches/s:watches
water,,"n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的",zk gk ielts,236,226,s:waters/d:watered/i:watering/3:waters/p:watered
watermelon,,n. 西瓜,zk gk,36234,10944,s:watermelons
wave,,"n. 波, 波浪, 波动, 起伏, 高潮, 潮涌, 挥手致意, (气压)突变\nvi. 波动, 飘动, 挥手示意, 起伏\nvt. 使波动, 使飘扬, 挥舞, 使成波浪形",gk cet4 cet6 ky ielts,1586,1398,s:waves/p:waved/i:waving/d:waved/3:waves
way,,"n. 路, 路线, 路途, 方法, 道路, 情形, 规模, 习惯, 行业, 方面\nadv. 远远地, 非常",zk gk toefl,86,84,s:ways
we,,pron. 我们,zk gk,26,24,
weak,,"a. 不牢固的, 弱的, 虚弱的, 软弱的, 无力的, 无权力的, (论据等)不充分的\n[经] 疲软的",zk gk cet4 cet6 ky,1990,2070,r:weaker/t:weakest
weakness,,"n. 虚弱, 薄弱, 弱点\n[经] 欲振乏力",gk cet4 cet6,2867,3487,s:weaknesses
wealth,,"n. 财富, 资源, 财产, 丰富, 富裕, 大量\n[经] 财富",zk gk cet4 cet6 ky ielts,2310,2559,
wealthy,,"a. 富有的, 丰裕的, 充分的",gk cet4 cet6 ky,4114,3015,r:wealthier/t:wealthiest
weapon,,"n. 武器, 兵器\nvt. 武装",cet4 cet6 ky toefl ielts,1559,929,s:weapons
wear,,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性\nvt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨\nvi. 磨损, 变旧, 耐久, 渐变, 渐渐消失",zk gk toefl ielts,673,518,i:wearing/p:wore/d:worn/3:wears
weather,,"n. 天气, 气象, 处境\na. 迎风的\nvt. 使受风吹雨打, 侵蚀, 使风化, 经受住\nvi. 风化, 受侵蚀, 经受风雨",zk gk toefl ielts gre,1610,1614,d:weathered/s:weathers/p:weathered/i:weathering/3:weathers
web,,"n. 网, 蛛丝, 蹼, 织物, 圈套, 卷筒纸\nvi. 结网, 形成网\nvt. 织蜘蛛网于, 使落入圈套",gk cet6 ky ielts,6919,3706,s:webs/i:webbing/p:webbed/3:webs/d:webbed
website,,n. 网站（全球资讯网的主机站）,zk gk ielts,0,4950,
wedding,,"n. 婚礼, 结婚, 结婚周年纪念日, 结合\n[法] 结婚, 婚礼, 结婚纪念日",gk cet4 cet6 ky toefl ielts,2391,2176,s:weddings/i:wedding/0:wedding/1:i
wednesday,,n. 星期三,zk gk ielts,1980,0,s:wednesdays
weed,,"n. 杂草, 野草\nvi. 除草\nvt. 除...的草, 剔除",gk cet4 cet6 ky toefl ielts gre,6003,4545,0:wee/1:dp/s:weeds/i:weeding/d:weeded/p:weeded/3:weeds
week,,"n. 星期, 周",zk gk,180,188,s:weeks
weekday,,"n. 周日, 平日\n[计] 工作日",zk gk cet4 cet6 ky,11361,8312,s:weekdays
weekend,,"n. 周末, 周末休假",zk gk ielts,1317,1193,s:weekends/i:weekending/p:weekended/3:weekends/d:weekended
weekly,,"n. 周刊, 周报\na. 每周的, 一周一次的, 周刊的\nadv. 每周, 一周一次",gk cet4 cet6 ky ielts,3186,3220,s:weeklies
weep,,"n. 哭, 哭泣\nvi. 哭泣, 流泪, 哀悼, 滴落\nvt. 哭着使..., 悲叹, 滴下",gk cet4 cet6 ky toefl,5087,5709,p:wept/i:weeping/d:wept/3:weeps
weigh,,"vt. 称...重量, 衡量, 把...压弯, 考虑, 权衡, 起锚\nvi. 称分量, 有意义, 重压, 起锚\nn. 过秤, 称分量",zk gk cet4 cet6 ky,3088,2504,i:weighing/p:weighed/3:weighs/d:weighed/s:weighs
weight,,"n. 重, 重量, 体重, 砝码, 重大, 影响, 力量\nvt. 加重量于, 压迫, 使加权, 称重量\n[计] 粗细",zk gk ielts,1056,954,s:weights/d:weighted/p:weighted/i:weighting/3:weights
welcome,,"n. 欢迎, 欢迎词\na. 受欢迎的, 可随意的, 可喜的\nvt. 欢迎, 接待\ninterj. 欢迎",zk gk,1647,1545,d:welcomed/p:welcomed/3:welcomes/i:welcoming/s:welcomes
welfare,,"n. 福利, 安宁, 幸福, 福利事业\na. 福利的",gk cet4 cet6 ky toefl ielts,1883,1933,
well,,"n. 井, 泉水, 源泉, 好\nv. 涌出\na. 健康的, 良好的, 适宜的, 恰当的\nadv. 很好地, 适当地, 好意地, 很, 完全\ninterj. 好啦",zk gk toefl,84,100,s:wells/i:welling/p:welled/3:wells/d:welled
west,,"n. 西方, 西部\na. 西方的, 向西的\nadv. 向西, 自西方, 在西方",zk gk ielts,789,665,
western,,"n. 西方人, 西部片, 西部小说\na. 向西方的, 来自西方的, 西方的, 西洋的, 西部的",zk gk ielts,1008,1079,s:westerns
wet,,"n. 湿气, 潮湿, 水分, 雨天\na. 湿的, 潮的, 搞错的, 下雨的, 反对禁酒的\nvi. 变湿\nvt. 使...湿",zk gk,2343,2471,d:wet/0:wet/1:dp/p:wet/r:wetter/i:wetting/t:wettest/s:wets/3:wets
whale,,"n. 鲸\nvi. 捕鲸\nvt. 使惨败, 猛揍",zk gk cet4 cet6 ky toefl,4811,4232,s:whales/i:whaling/p:whaled/3:whales/d:whaled
what,,"pron. 什么\ninterj. 怎么, 多么\na. 什么的\nadv. 到什么程度",zk gk,38,34,
whatever,,pron. 无论什么,zk gk cet4 cet6 ky ielts,759,776,
wheat,,n. 小麦,zk gk cet4 cet6 ky toefl,5619,4479,s:wheats
wheel,,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物\nvt. 使旋转, 转动, 使转向\nvi. 旋转, 转弯, 盘旋",zk gk cet4 cet6 ky ielts,2175,1999,s:wheels/p:wheeled/i:wheeling/d:wheeled/3:wheels
when,,"conj. 当...的时候\nadv. 何时, 什么时候\npron. 什么时侯\nn. 时间",zk gk,54,57,
whenever,,"conj. 每当\nadv. 不论何时, 每逢",zk gk cet4 cet6 ky,2572,2314,
